Date: Day.Month.Year;Power Generation [kWh];Tavg;Tmin;Tmax;Hum;VPD;Prec;Pbin;Wspd;Wmax;Wdir;Cld;Sol;Sun;Pres;Vis;Soil
15.11.23;11,40000;7,85417;6,20000;9,50000;85,33333;0,15899;0,30000;1,00000;3,69583;6,60000;253,88884;7,50000;434,00000;3,00000;1006,90833;43131,25000;8,10000
16.11.23;4,60000;5,77083;3,60000;8,90000;81,04167;0,17124;0,40000;1,00000;6,02083;8,10000;286,25207;7,83333;219,00000;0,10000;1008,77500;60494,58333;6,70000
17.11.23;2,60000;4,00833;3,20000;5,20000;83,41667;0,13565;0,00000;0,00000;4,28750;6,70000;302,11509;7,79167;184,00000;0,00000;1015,97500;56028,75000;4,90000
18.11.23;7,50000;4,71667;2,50000;6,40000;87,50000;0,11123;3,40000;1,00000;3,97500;7,30000;172,79412;7,41667;358,00000;3,60000;1019,07917;26085,00000;5,10000
19.11.23;3,20000;9,40417;5,20000;12,00000;93,16667;0,08744;11,00000;1,00000;4,76250;7,30000;217,10716;7,45833;208,00000;0,40000;1002,30833;13810,83333;8,10000
20.11.23;1,20000;9,66250;8,60000;10,90000;97,54167;0,03037;9,10000;1,00000;1,46250;3,30000;209,33659;7,75000;97,00000;0,00000;1003,66667;6915,83333;9,20000
21.11.23;1,00000;5,45833;2,80000;8,10000;89,12500;0,09719;0,10000;1,00000;2,93333;5,30000;38,72353;7,62500;128,00000;0,00000;1017,10833;39478,33333;6,60000
22.11.23;2,70000;1,49583;-2,50000;4,60000;83,25000;0,12846;0,00000;1,00000;3,70417;8,40000;218,90208;6,54167;204,00000;0,10000;1024,87083;32611,66667;2,30000
23.11.23;0,20000;9,34583;5,50000;11,90000;88,79167;0,13027;6,00000;1,00000;8,14583;10,90000;263,20016;7,50000;58,00000;0,00000;1007,00000;11150,00000;7,60000
24.11.23;2,20000;3,78750;1,40000;6,50000;82,29167;0,14297;5,50000;1,00000;5,70833;7,90000;295,23802;5,70833;199,00000;0,70000;999,13750;38581,25000;4,00000
25.11.23;15,30000;1,94583;-0,30000;5,50000;86,62500;0,09776;2,40000;1,00000;3,15833;6,40000;300,88885;4,91667;361,00000;3,70000;1004,68750;47108,33333;2,10000
26.11.23;2,30000;0,06667;-3,40000;2,20000;90,08333;0,06287;0,10000;1,00000;1,49167;2,90000;251,21167;6,41667;164,00000;0,00000;1010,14583;34371,25000;0,70000
27.11.23;0,60000;1,32083;0,00000;2,30000;92,66667;0,04729;4,40000;1,00000;4,82917;7,30000;97,63186;7,66667;86,00000;0,00000;1002,27500;15914,16667;2,00000
28.11.23;6,10000;-1,09167;-3,90000;0,30000;81,70833;0,10275;0,70000;1,00000;3,57917;5,30000;39,32241;7,25000;182,00000;0,20000;1002,05000;44303,75000;0,60000
29.11.23;0,00000;-0,96250;-4,70000;1,00000;92,70833;0,04055;6,00000;1,00000;3,93750;6,40000;258,72706;7,62500;96,00000;0,00000;997,20417;13327,50000;0,50000
30.11.23;0,60000;-3,00000;-5,70000;-1,20000;89,20833;0,05480;0,00000;1,00000;1,36250;2,90000;57,81093;6,45833;204,00000;1,40000;1001,75417;14845,83333;0,80000
01.12.23;11,70000;-3,48750;-7,70000;-0,80000;90,45833;0,04633;0,90000;1,00000;1,63750;2,20000;310,63328;6,00000;373,00000;5,10000;1005,87500;9055,41667;0,80000
02.12.23;1,00000;-1,45417;-2,30000;0,30000;93,58333;0,03614;0,60000;1,00000;1,62083;3,50000;308,99521;7,87500;189,00000;0,40000;1010,32500;10566,25000;0,80000
03.12.23;1,70000;-1,47500;-3,10000;0,50000;93,16667;0,03966;0,00000;0,00000;2,31667;4,50000;232,50970;7,16667;220,00000;1,90000;1018,17917;7122,91667;0,70000
04.12.23;0,00000;-1,17500;-2,20000;-0,30000;84,41667;0,08803;0,80000;1,00000;4,73750;5,90000;127,09739;7,00000;140,00000;0,00000;1011,45417;18190,41667;0,60000
05.12.23;0,00000;-1,24167;-2,20000;-0,50000;90,04167;0,05525;5,60000;1,00000;4,93333;5,90000;93,31261;7,66667;131,00000;0,00000;1005,40417;7237,50000;0,60000
06.12.23;0,00000;0,03333;-0,60000;0,30000;97,04167;0,01801;0,00000;1,00000;2,06250;3,70000;77,36885;8,00000;72,00000;0,00000;1009,94583;1583,75000;0,60000
07.12.23;0,30000;0,94583;0,30000;1,70000;97,04167;0,01977;0,00000;0,00000;2,02917;4,30000;205,80842;7,79167;158,00000;0,30000;1016,67083;2306,66667;1,20000
08.12.23;0,40000;0,63750;-0,30000;1,40000;91,79167;0,05254;0,90000;1,00000;4,54583;6,00000;126,14402;7,66667;60,00000;0,00000;1009,51250;7181,25000;0,60000
09.12.23;4,30000;3,68333;1,00000;5,10000;95,79167;0,03586;6,00000;1,00000;4,90417;8,20000;146,68341;7,62500;123,00000;0,20000;1002,95417;11362,50000;2,90000
10.12.23;0,50000;6,90833;4,50000;8,50000;94,37500;0,05674;11,20000;1,00000;4,62083;7,80000;197,53618;7,50000;65,00000;0,00000;995,72083;13724,58333;5,30000
11.12.23;1,20000;7,73750;6,00000;9,60000;95,62500;0,04716;11,20000;1,00000;3,25417;5,30000;250,67878;7,75000;139,00000;0,00000;994,90000;13104,58333;6,80000
12.12.23;0,70000;5,78750;5,40000;6,40000;96,37500;0,03368;0,70000;1,00000;2,50000;5,50000;62,12988;7,83333;73,00000;0,00000;1003,11667;8091,66667;6,00000
13.12.23;0,50000;4,40417;3,40000;5,70000;92,70833;0,06036;5,70000;1,00000;5,19583;6,00000;71,24897;7,83333;81,00000;0,00000;999,85833;21761,66667;4,80000
14.12.23;1,10000;3,19167;-0,10000;4,50000;90,54167;0,07579;0,00000;1,00000;2,55417;4,40000;27,26413;7,58333;107,00000;0,00000;1015,70833;29223,75000;3,50000
15.12.23;1,10000;5,71667;1,20000;7,90000;93,62500;0,06301;0,10000;1,00000;3,45833;4,30000;241,76337;7,83333;109,00000;0,00000;1028,06667;11077,50000;4,40000
16.12.23;0,50000;7,46667;6,40000;9,00000;90,62500;0,09577;0,20000;1,00000;5,44167;6,90000;242,08373;7,79167;64,00000;0,00000;1031,72083;16314,58333;6,00000
17.12.23;3,70000;9,25833;8,00000;9,90000;83,29167;0,19557;0,00000;1,00000;6,27500;7,80000;245,41128;7,16667;175,00000;0,10000;1028,47500;29105,41667;7,40000
18.12.23;0,20000;7,57917;7,30000;8,10000;91,87500;0,08499;1,10000;1,00000;6,39167;7,40000;235,41772;7,87500;38,00000;0,00000;1023,37083;7462,08333;6,90000
19.12.23;0,20000;7,26250;6,10000;8,30000;95,29167;0,04785;9,00000;1,00000;5,25833;7,50000;243,69167;7,79167;52,00000;0,00000;1012,42917;13369,58333;6,90000
20.12.23;5,00000;5,45417;3,60000;6,70000;88,29167;0,10682;11,10000;1,00000;5,37917;7,30000;245,87708;6,58333;157,00000;0,70000;1003,27083;24392,50000;4,80000
21.12.23;0,30000;7,83333;5,90000;9,90000;83,45833;0,16728;16,50000;1,00000;8,60000;13,00000;267,60709;7,00000;49,00000;0,00000;985,57083;17721,25000;6,20000
22.12.23;4,10000;4,16250;2,70000;6,20000;76,20833;0,20000;3,80000;1,00000;8,32083;11,80000;293,32956;5,75000;176,00000;1,50000;990,29583;30235,00000;3,00000
23.12.23;0,60000;3,03333;0,50000;3,90000;90,50000;0,07229;14,60000;1,00000;3,55833;8,20000;271,25203;6,79167;76,00000;0,00000;998,93333;20942,91667;2,50000
24.12.23;0,20000;9,55417;3,60000;12,20000;93,50000;0,08501;15,00000;1,00000;6,57917;10,10000;240,63005;7,50000;61,00000;0,00000;994,24167;12683,33333;7,30000
25.12.23;10,40000;9,03333;6,70000;11,30000;77,79167;0,26183;1,50000;1,00000;6,87917;10,80000;257,19959;6,45833;275,00000;4,00000;998,67917;28332,91667;6,80000
26.12.23;1,40000;7,37083;4,20000;9,50000;85,16667;0,15321;5,00000;1,00000;6,59167;9,00000;256,70051;6,54167;118,00000;0,10000;1004,80000;32577,50000;6,20000
27.12.23;1,20000;3,57500;0,80000;6,50000;90,66667;0,07481;0,40000;1,00000;4,11667;7,40000;180,07693;5,70833;124,00000;0,00000;1014,42917;26439,58333;2,60000
28.12.23;1,10000;9,57917;7,40000;11,20000;77,66667;0,27201;0,70000;1,00000;8,96250;10,70000;221,68523;7,54167;105,00000;0,00000;1004,07500;39136,66667;6,50000
29.12.23;4,10000;8,56250;6,80000;10,10000;78,54167;0,23958;4,40000;1,00000;6,99167;10,10000;234,53176;7,20833;141,00000;1,00000;1000,37500;39121,25000;6,50000
30.12.23;1,40000;6,00833;3,90000;7,20000;87,12500;0,12126;10,00000;1,00000;4,63333;7,20000;230,56648;7,45833;82,00000;0,10000;1006,03750;29319,16667;4,90000
31.12.23;1,80000;6,73750;5,20000;7,90000;86,16667;0,13807;0,80000;1,00000;5,23333;7,00000;149,71376;7,70833;110,00000;0,20000;1000,01667;38397,08333;5,30000
01.01.24;0,50000;6,59583;3,90000;7,90000;85,33333;0,14444;4,40000;1,00000;5,72917;8,10000;199,90636;7,12500;99,00000;0,00000;999,15000;29719,16667;5,10000
02.01.24;0,60000;5,25417;3,60000;8,20000;94,75000;0,04536;21,00000;1,00000;5,25833;6,40000;133,41778;7,75000;74,00000;0,00000;992,05000;15096,25000;4,40000
03.01.24;0,70000;8,54167;6,90000;10,20000;87,37500;0,14280;17,60000;1,00000;7,15417;9,60000;232,00058;7,83333;95,00000;0,00000;982,34583;30641,66667;7,10000
04.01.24;0,60000;1,49167;-0,30000;5,60000;86,66667;0,09228;0,10000;1,00000;4,76250;8,10000;338,83487;7,83333;84,00000;0,00000;997,69167;36722,91667;3,30000
05.01.24;0,00000;-0,46250;-1,10000;0,30000;90,70833;0,05508;4,30000;1,00000;5,65000;7,30000;88,34016;7,87500;62,00000;0,00000;1002,39583;14508,75000;0,90000
06.01.24;0,00000;-1,17500;-1,60000;-0,70000;88,91667;0,06239;3,80000;1,00000;5,51667;6,10000;70,41534;7,50000;71,00000;0,00000;1010,71250;11527,50000;0,70000
07.01.24;10,00000;-1,86667;-3,10000;-0,60000;75,70833;0,12955;0,00000;1,00000;3,86667;5,50000;30,35885;6,04167;334,00000;5,00000;1024,85000;50270,41667;0,60000
08.01.24;4,20000;-1,99583;-4,20000;-0,50000;75,37500;0,13185;0,10000;1,00000;4,41667;7,20000;56,49028;4,50000;262,00000;2,20000;1033,76667;49803,75000;0,50000
09.01.24;15,00000;-5,70000;-9,10000;-1,80000;90,70833;0,04052;0,00000;0,00000;1,44583;2,50000;56,66199;0,29167;358,00000;6,80000;1036,49167;15124,58333;0,30000
10.01.24;2,90000;-3,72917;-6,20000;-2,70000;92,79167;0,03398;0,00000;0,00000;2,27917;3,10000;65,69634;7,87500;242,00000;3,40000;1032,81250;13048,75000;0,10000
11.01.24;1,30000;-1,24583;-3,20000;1,50000;96,70833;0,01893;0,00000;1,00000;2,04167;4,00000;302,27645;7,41667;126,00000;0,00000;1030,47083;3582,50000;0,10000
12.01.24;1,90000;-0,09583;-4,20000;3,30000;94,62500;0,03839;0,00000;1,00000;2,98333;5,00000;260,16798;7,83333;146,00000;0,00000;1026,42500;9343,33333;0,10000
13.01.24;0,70000;3,53750;2,60000;4,80000;94,16667;0,04707;4,30000;1,00000;5,40833;6,80000;265,42526;7,50000;93,00000;0,00000;1012,72083;13352,50000;1,20000
14.01.24;2,50000;2,75833;0,80000;3,70000;88,37500;0,08758;3,00000;1,00000;5,07500;6,30000;261,61299;6,91667;170,00000;0,20000;999,75000;33315,83333;2,00000
15.01.24;1,50000;1,02083;-1,30000;2,80000;89,04167;0,07415;1,00000;1,00000;4,32500;7,20000;268,64401;7,16667;119,00000;0,00000;992,48750;33546,66667;0,80000
16.01.24;1,30000;-0,50000;-2,10000;0,90000;89,45833;0,06248;0,80000;1,00000;4,49583;6,90000;244,52153;6,91667;172,00000;0,00000;1001,57917;26427,91667;0,30000
17.01.24;1,20000;-1,08333;-2,80000;-0,20000;77,41667;0,12856;0,00000;1,00000;4,67917;8,10000;221,02237;7,58333;146,00000;0,00000;991,20833;29270,00000;0,30000
18.01.24;17,90000;-1,85417;-6,00000;1,90000;87,25000;0,07722;0,30000;1,00000;2,12917;5,20000;255,47081;2,83333;465,00000;7,30000;996,45000;24673,33333;0,20000
19.01.24;3,90000;0,96667;-0,90000;2,90000;85,16667;0,10089;2,30000;1,00000;6,09167;7,90000;245,00637;5,62500;277,00000;2,70000;1011,10000;39295,41667;0,20000
20.01.24;7,20000;1,72500;-0,10000;3,50000;79,79167;0,14061;0,00000;0,00000;6,07917;7,00000;237,97648;7,16667;341,00000;2,80000;1021,32917;23916,25000;0,20000
21.01.24;1,50000;3,23333;0,50000;5,50000;58,37500;0,31562;0,00000;1,00000;7,28750;9,50000;192,75664;7,91667;132,00000;0,00000;1016,32500;51802,50000;0,20000
22.01.24;3,50000;8,30000;5,90000;10,00000;79,54167;0,22266;6,00000;1,00000;8,49583;12,70000;230,15040;7,41667;130,00000;0,10000;1001,79583;27914,58333;5,00000
23.01.24;3,70000;6,92917;6,00000;7,90000;79,62500;0,20438;4,00000;1,00000;7,37917;9,00000;238,89805;7,58333;245,00000;0,50000;1012,76250;18847,50000;5,10000
24.01.24;0,70000;9,69583;7,60000;11,50000;77,75000;0,26851;10,20000;1,00000;10,82500;13,40000;260,86540;7,33333;73,00000;0,00000;1007,41250;16372,50000;6,90000
25.01.24;2,30000;6,46250;3,90000;7,50000;84,91667;0,14832;0,00000;1,00000;5,55833;9,10000;271,64790;7,25000;132,00000;0,00000;1021,42917;16394,58333;5,10000
26.01.24;0,80000;7,05833;5,20000;10,20000;86,54167;0,13328;6,70000;1,00000;7,06250;12,20000;228,89309;7,41667;92,00000;0,00000;1017,55833;15732,08333;5,50000
27.01.24;17,30000;4,87500;2,00000;7,70000;84,00000;0,14604;0,00000;0,00000;4,29583;6,80000;253,31214;3,62500;511,00000;7,30000;1030,17083;21900,83333;4,20000
28.01.24;18,10000;3,13750;-0,90000;7,90000;78,29167;0,18636;0,00000;0,00000;3,79167;6,50000;158,18927;4,41667;546,00000;8,00000;1029,25417;32924,58333;1,60000
29.01.24;13,40000;5,41667;2,70000;9,70000;68,25000;0,29634;0,00000;0,00000;2,90000;4,60000;183,27521;6,91667;484,00000;6,10000;1024,59583;49000,41667;2,30000
30.01.24;2,30000;6,85833;2,80000;10,20000;84,04167;0,16423;0,10000;1,00000;3,70000;7,30000;185,50783;8,00000;217,00000;0,00000;1023,87917;29529,58333;3,80000
31.01.24;2,60000;5,46250;4,50000;6,50000;76,00000;0,21738;0,30000;1,00000;6,46250;9,70000;249,87970;7,75000;240,00000;0,50000;1025,70000;35500,00000;4,60000
01.02.24;16,80000;6,07083;4,70000;8,00000;83,83333;0,15694;2,60000;1,00000;6,38333;10,20000;271,33746;5,25000;491,00000;5,00000;1021,50833;16982,50000;4,60000
02.02.24;0,70000;6,79583;4,80000;9,50000;88,87500;0,10953;0,80000;1,00000;5,95833;7,50000;248,36187;7,79167;72,00000;0,00000;1019,38333;15860,83333;5,30000
03.02.24;2,30000;9,12917;6,40000;10,40000;85,16667;0,17033;1,90000;1,00000;7,02500;8,40000;270,83965;7,58333;135,00000;0,00000;1015,74167;22833,33333;7,50000
04.02.24;2,40000;7,20417;6,00000;9,20000;83,29167;0,16998;4,70000;1,00000;6,69167;9,80000;261,24106;7,25000;161,00000;0,00000;1011,67083;26503,33333;5,40000
05.02.24;0,20000;8,64583;8,10000;9,30000;90,75000;0,10385;8,40000;1,00000;8,56250;9,90000;265,41128;7,45833;62,00000;0,00000;1007,28333;9468,75000;7,40000
06.02.24;1,00000;9,12500;5,20000;11,20000;86,20833;0,16262;13,20000;1,00000;8,12500;9,50000;250,97690;7,45833;110,00000;0,00000;999,13333;23045,83333;7,80000
07.02.24;0,00000;3,69583;-0,20000;5,70000;76,75000;0,19246;0,40000;1,00000;4,80833;8,30000;270,94562;7,58333;395,00000;2,20000;1000,17500;31086,25000;4,00000
22.04.24;26,10000;3,84583;-0,40000;7,40000;69,12500;0,26583;0,00000;1,00000;2,78333;5,30000;10,52789;7,54167;1625,00000;5,80000;1023,21250;55205,00000;7,90000
23.04.24;18,00000;4,33333;-1,90000;8,50000;70,62500;0,28854;0,70000;1,00000;3,69167;5,90000;248,43154;7,00000;1395,00000;4,70000;1015,55417;41250,41667;7,10000
24.04.24;21,00000;4,97917;3,70000;7,10000;84,79167;0,13651;2,70000;1,00000;3,19167;4,70000;156,22246;7,33333;797,00000;0,50000;1003,34583;37820,83333;7,50000
25.04.24;20,50000;6,16667;3,30000;8,90000;78,70833;0,21977;1,70000;1,00000;2,62917;6,50000;262,97140;7,66667;1284,00000;2,20000;1001,85000;38038,75000;9,10000
26.04.24;18,80000;6,83333;3,50000;11,20000;83,50000;0,18119;4,40000;1,00000;3,98333;6,80000;200,13796;6,58333;961,00000;2,50000;1002,50833;29431,25000;8,40000
27.04.24;24,40000;11,25417;2,50000;17,80000;74,08333;0,45595;1,90000;1,00000;3,67083;6,80000;117,28554;6,50000;1799,00000;7,60000;1007,10417;33457,08333;11,40000
28.04.24;23,60000;15,37917;9,40000;20,70000;59,12500;0,78356;0,00000;1,00000;4,74583;7,30000;159,68596;6,79167;1572,00000;6,60000;1008,65417;61503,33333;13,20000
29.04.24;36,50000;14,55417;6,20000;19,60000;59,20833;0,75896;0,00000;0,00000;3,27083;4,80000;158,11587;7,12500;2040,00000;10,40000;1019,34167;64024,58333;14,60000
30.04.24;29,70000;16,57083;11,20000;22,20000;65,91667;0,68997;0,00000;1,00000;3,92500;5,40000;72,27163;6,45833;2225,00000;11,70000;1016,21667;49077,50000;17,20000
01.05.24;43,80000;17,47917;9,40000;25,60000;65,62500;0,86879;0,00000;0,00000;5,01250;8,50000;68,61808;3,79167;2480,00000;13,20000;1008,23333;32998,75000;17,60000
02.05.24;41,90000;18,17917;10,80000;25,30000;62,33333;0,93749;0,00000;0,00000;6,32500;9,10000;75,26760;2,45833;2428,00000;13,70000;1002,16250;42553,33333;17,80000
03.05.24;27,40000;16,15000;11,40000;21,40000;71,41667;0,56502;0,00000;0,00000;5,07083;6,60000;180,79582;4,58333;1786,00000;7,80000;1006,80000;38977,91667;17,80000
04.05.24;24,10000;14,93750;11,10000;18,60000;64,12500;0,64785;0,00000;1,00000;2,35833;3,40000;235,03646;7,45833;1687,00000;5,90000;1013,02917;41326,25000;17,90000
05.05.24;12,90000;12,22500;9,60000;14,40000;85,45833;0,21088;8,00000;1,00000;5,31667;7,80000;212,43349;7,54167;865,00000;1,20000;1005,02917;35412,08333;14,10000
06.05.24;38,80000;12,72917;8,00000;17,50000;74,08333;0,43222;0,00000;0,00000;2,94583;4,30000;296,80673;5,50000;2066,00000;8,70000;1007,89583;37290,00000;15,80000
07.05.24;32,70000;12,06667;7,80000;16,20000;75,75000;0,36849;0,00000;0,00000;3,26667;5,40000;56,94853;7,45833;1643,00000;5,90000;1017,80833;37817,08333;15,40000
08.05.24;45,60000;12,07917;5,70000;17,20000;60,70833;0,65019;0,00000;0,00000;2,54167;4,60000;51,11948;2,33333;2678,00000;13,00000;1024,82500;54200,83333;16,30000
09.05.24;37,50000;13,37500;4,90000;18,70000;68,54167;0,56830;0,00000;0,00000;2,05417;5,30000;324,57502;4,83333;2380,00000;12,40000;1024,64583;36567,91667;17,50000
10.05.24;40,40000;14,54583;9,80000;18,70000;74,79167;0,46107;0,00000;0,00000;3,00417;4,90000;307,09467;4,70833;2587,00000;12,90000;1022,25417;29501,25000;20,00000
11.05.24;46,60000;14,38750;10,70000;19,70000;68,87500;0,56440;0,00000;0,00000;2,95417;5,30000;28,47237;4,25000;2565,00000;10,70000;1022,56250;41975,83333;21,40000
12.05.24;37,20000;14,95833;9,70000;20,20000;65,66667;0,66982;0,00000;0,00000;4,62917;6,40000;88,74476;3,70833;2180,00000;10,50000;1019,77500;45129,58333;19,50000
13.05.24;45,20000;18,36250;11,20000;24,20000;45,54167;1,24640;0,00000;0,00000;5,47083;7,30000;110,45154;0,20833;2731,00000;14,60000;1013,30000;58595,41667;21,20000
14.05.24;45,80000;19,61667;13,00000;25,00000;42,58333;1,39511;0,00000;0,00000;5,76250;8,20000;110,42480;0,00000;2802,00000;14,60000;1009,87917;59095,83333;22,30000
15.05.24;46,10000;20,48333;14,40000;26,20000;40,00000;1,54181;0,00000;0,00000;6,21250;9,10000;99,29097;0,00000;2804,00000;14,60000;1008,74167;54415,00000;23,00000
16.05.24;42,30000;21,15833;15,50000;25,60000;39,79167;1,58094;0,00000;0,00000;6,97083;11,40000;105,92138;2,58333;2638,00000;12,60000;1007,02917;53267,50000;23,10000
17.05.24;45,40000;19,97500;13,60000;25,30000;46,87500;1,33588;0,00000;0,00000;5,97917;8,30000;80,58465;3,33333;2531,00000;11,00000;1008,10000;51561,25000;23,80000
18.05.24;38,40000;16,97500;11,20000;21,50000;63,25000;0,79922;0,80000;1,00000;3,56667;5,50000;60,00000;3,75000;2033,00000;9,90000;1009,23750;42683,33333;21,60000
19.05.24;23,50000;15,85000;10,90000;20,20000;75,29167;0,50040;0,00000;1,00000;2,57917;6,10000;25,23221;6,25000;1784,00000;6,10000;1008,22917;38140,00000;20,80000
20.05.24;21,70000;15,95000;11,00000;21,70000;82,20833;0,37390;0,30000;1,00000;2,71250;6,20000;54,63440;5,50000;1646,00000;5,60000;1010,18333;33277,08333;20,50000
21.05.24;41,80000;16,98750;12,30000;22,70000;78,70833;0,47095;0,00000;0,00000;5,61250;7,30000;61,66196;4,16667;2520,00000;11,30000;1009,52917;29274,58333;22,30000
22.05.24;5,70000;15,80000;14,40000;19,70000;88,87500;0,21229;29,40000;1,00000;4,13750;6,60000;356,49046;7,87500;635,00000;0,60000;1006,29583;25671,66667;18,30000
23.05.24;31,90000;16,42917;12,00000;19,90000;79,45833;0,43766;0,10000;1,00000;2,95000;5,10000;278,68184;5,62500;2049,00000;7,10000;1012,05000;23831,66667;19,40000
24.05.24;39,20000;17,21250;9,50000;22,70000;72,50000;0,63774;0,00000;0,00000;3,59167;7,10000;58,11765;3,50000;2476,00000;11,60000;1017,49583;32709,16667;19,10000
25.05.24;18,30000;16,79167;13,90000;20,10000;78,33333;0,43802;0,10000;1,00000;2,46250;3,30000;60,16642;6,62500;1395,00000;3,80000;1015,96667;33592,91667;18,60000
26.05.24;29,50000;18,19583;13,80000;23,10000;79,33333;0,47955;2,50000;1,00000;2,78750;4,80000;88,62232;6,91667;1739,00000;5,40000;1015,03333;40517,91667;20,20000
27.05.24;33,10000;17,22500;14,30000;21,90000;74,70833;0,53579;7,70000;1,00000;2,95833;4,70000;275,63340;6,91667;2051,00000;8,00000;1014,30833;47000,41667;19,90000
28.05.24;20,70000;13,55500;12,00000;16,90000;87,80000;0,19834;26,90000;1,00000;2,78947;5,30000;287,79516;6,15789;1504,00000;4,45000;1013,47000;32207,50000;18,05000
29.05.24;14,50000;14,52500;12,20000;17,90000;87,45833;0,21407;6,90000;1,00000;4,33750;7,30000;185,77618;7,04167;957,00000;0,90000;1007,43750;40855,00000;16,20000
30.05.24;35,00000;15,72917;10,20000;20,40000;76,79167;0,48488;3,40000;1,00000;2,26667;4,90000;102,41826;6,04167;2304,00000;8,60000;1004,42917;34260,83333;19,10000
31.05.24;13,80000;16,34583;13,10000;19,10000;91,33333;0,17439;11,90000;1,00000;2,34167;3,80000;343,59706;7,62500;926,00000;1,30000;1006,69167;19327,91667;18,30000
01.06.24;39,70000;18,92500;13,30000;24,00000;78,45833;0,55989;0,00000;0,00000;2,80000;4,60000;358,79778;4,37500;2327,00000;9,40000;1012,06250;27567,08333;20,60000
02.06.24;13,90000;15,77083;13,10000;17,30000;80,75000;0,34390;0,00000;0,00000;5,56667;7,90000;297,48261;7,58333;1039,00000;0,20000;1016,06250;20639,16667;17,80000
03.06.24;14,30000;14,22500;12,60000;16,90000;76,16667;0,39190;0,00000;1,00000;4,42917;6,50000;289,36948;7,87500;1232,00000;0,70000;1015,59167;35711,66667;16,40000
04.06.24;14,20000;15,79167;13,90000;18,40000;84,00000;0,30485;1,60000;1,00000;2,99583;4,50000;225,12532;7,04167;853,00000;0,80000;1010,65000;26037,91667;17,00000
05.06.24;26,00000;14,20000;8,00000;16,70000;70,62500;0,49944;2,20000;1,00000;4,59583;6,00000;266,00384;5,50000;2006,00000;6,90000;1008,18333;37567,08333;17,30000
06.06.24;31,30000;12,27917;7,30000;17,50000;68,33333;0,51859;0,00000;0,00000;3,71667;6,30000;260,81949;5,45833;2423,00000;8,80000;1014,85000;38581,25000;16,30000
07.06.24;21,90000;12,71667;6,50000;17,00000;71,50000;0,48776;0,10000;1,00000;2,95000;5,40000;256,66128;5,12500;1825,00000;6,20000;1015,56250;29073,33333;16,70000
08.06.24;21,30000;13,76667;9,10000;19,80000;74,29167;0,48537;1,20000;1,00000;3,97500;7,80000;233,38230;6,79167;1798,00000;4,90000;1008,90000;31482,50000;17,80000
09.06.24;14,70000;11,97917;8,10000;15,60000;72,33333;0,42575;0,00000;1,00000;5,39167;9,10000;246,12401;4,54167;1447,00000;5,70000;1005,89583;42512,08333;14,70000
10.06.24;21,10000;11,95417;8,60000;15,30000;81,16667;0,28187;8,90000;1,00000;3,21667;5,30000;212,99389;7,37500;1555,00000;4,10000;1003,20000;31570,83333;15,70000
11.06.24;22,70000;11,74167;9,70000;14,50000;84,37500;0,22698;5,30000;1,00000;4,99167;6,70000;266,84939;7,62500;1587,00000;3,20000;1007,46250;38914,16667;14,90000
12.06.24;26,00000;11,18333;8,70000;13,70000;80,45833;0,26995;4,00000;1,00000;4,07917;6,40000;258,34696;7,37500;1740,00000;5,40000;1013,85833;44535,00000;14,80000
13.06.24;16,80000;11,80417;7,60000;14,30000;72,37500;0,40932;0,00000;1,00000;3,63750;5,40000;223,16495;6,70833;1420,00000;2,70000;1014,50000;46467,50000;13,70000
14.06.24;27,10000;16,85833;12,30000;20,40000;59,08333;0,83148;0,00000;1,00000;5,20833;6,20000;153,20547;7,75000;1639,00000;3,30000;1007,31250;56364,16667;15,50000
15.06.24;22,30000;15,43750;12,80000;17,70000;73,45833;0,47729;3,20000;1,00000;5,65000;9,90000;179,53496;6,29167;1407,00000;4,10000;1001,75417;49390,41667;15,30000
16.06.24;29,10000;15,72917;12,00000;19,70000;72,58333;0,52400;3,50000;1,00000;3,89583;6,60000;174,51201;7,41667;1581,00000;3,10000;1005,76250;52411,25000;16,20000
17.06.24;28,50000;16,22083;11,20000;21,00000;81,25000;0,41436;0,90000;1,00000;2,78333;7,00000;212,81236;6,58333;1861,00000;4,90000;1009,52917;35757,50000;17,80000
18.06.24;22,90000;16,40417;10,20000;21,00000;80,87500;0,42561;8,10000;1,00000;1,36250;2,60000;315,50969;6,37500;1490,00000;6,20000;1012,49583;22222,08333;18,50000
19.06.24;42,10000;15,17917;11,30000;18,90000;74,08333;0,48177;0,00000;0,00000;4,23333;7,60000;314,10511;4,58333;2463,00000;9,80000;1015,83750;46591,25000;18,40000
20.06.24;45,40000;16,02083;7,80000;21,50000;67,08333;0,70194;0,00000;1,00000;1,88750;3,70000;309,99035;4,20833;2761,00000;13,10000;1019,28750;46270,83333;19,90000
21.06.24;15,00000;19,54167;15,60000;24,50000;79,12500;0,49762;1,00000;1,00000;3,99167;6,10000;100,62064;7,79167;1216,00000;0,80000;1010,05417;41507,50000;20,60000
22.06.24;41,40000;17,60833;14,60000;20,30000;76,50000;0,50650;0,50000;1,00000;5,35417;7,00000;274,11237;5,12500;2072,00000;7,40000;1008,45000;32986,66667;21,20000
23.06.24;45,10000;17,02083;12,90000;21,50000;73,33333;0,59061;0,00000;0,00000;3,88333;6,60000;288,39078;3,70833;2387,00000;10,00000;1016,35000;37794,58333;22,40000
